9749,He trash in concert anyways. RT @akelvoneal: Dude y'all fraud as hell if y'all go to J.Cole concert and you don't fw his music.
21116,Sounds like a hoe
16057,RT @KiraLaJasmine: Shout out to my mama cause she ain't raise no hoe
7805,Are poor little guinea pig died :(
5808,@dantoomey2 fuck you faggot
14648,RT @ChanseyDaRapper: Make my way right to the trash can with these. RT @DwyaneWade: New Season. New Shoes. #MakeYourOwnWay #WayOfWade http&#8230;
22458,Waiting on these bitches @badnewsbridget @MorbidMermaid &#128034;&#128034;&#128034;&#128034;
19955,RT @s_bitchy: Bitches be fallin so Inlove w. Niggass &amp; then he go get a new bitch &amp; they try go get a new nigga to try to forget about the &#8230;
7002,"@secretasianman @kitt Yeah, she's a real pom maven."
10446,I hate bitches with bad eyebrows
17174,RT @STROCORLEONE @ThoughtsOfRandy @Yummys_World all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha
18953,"RT @eidolon_ebooks: dreamt i was in a trash bag, btw."
24597,today i start breaking in a new pair of docs have mercy on my soles
20035,RT @sluggernation: The P72 Derek Jeter used to hit the walk-off single in his final @Yankee Stadium at-bat. (Images via @mlb_authentic) htt&#8230;
5290,@_BeverlyNoHills bitch... So they can't hold a real nigga down fa long.. &#128546;&#128546;&#128546; bruh ask mama to pay this ticket fa me!!!!!
966,&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;
13424,None of us went to these PRESTIGIOUS establishments so we're clearly not as superior as these fucking retards...
4701,@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing
13461,"Not ya grandma brownies, wink wink http://t.co/pZPI8RUQ4F"
15315,"RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not ""right wing "" folks. @MHarrisPerry mocks mixed GOP kids.
http://t.co&#8230;"
12522,Lmaoo shut up hoe
6167,@imjoshdean That's hoser eh to you. http://t.co/QuLrtOWmLB
18047,"RT @WeightIifters: Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs N&#8230;"
6390,"@kenzystuart1 Hey, that guy has the same first name that I do! What a fag."
6263,@jimachterfeld @joeo670 @dan_bernsein Bernstine is Chi Sox Jew fag.
21551,The fact that the #Bruins drafted a Yankees fan just goes to show how weak the scouting staff is IMO. Didn't do their homework. #firechoreli
20318,RT @whodatth0: &#8220;@AAAdontplayy: lmfao hicks https://t.co/kNa2U0D2o0&#8221;lmfao
16715,"RT @Now_Thats_Fresh: The club Promoter tweet ""fucked another niggas bitch last night. Lol Successful nite"" you RT the tweet &amp; laugh. THAT W&#8230;"
17288,RT @ShelbyMccurry: I'll purposely read your message just so you know I read it and didn&#8217;t reply. I can be a bitch like that. #SorryNotSorry
2036,' Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; lol . Niggahs is really 21 in this bitch &#1043358;&#1041219; . http://t.co/YatU7pbsHX
13527,Offensive line is trash
5090,@Vexda go jerk off to lollis faggot.
3018,@DevilFzyq @DevilElyie @TehDevilClan shut up fag
18325,RT @_MykalaJ: @whitakerc54 blame it on the yellow chucks lmfao
8989,Every spic cop in #LosAngeles has raped or has thought about raping a white woman. That's why those half-breeds get jobs as pigs.
9176,Freaky bitch eat the dick while I'm playing madden
7141,@tess_stepakoff @jetsnation6297 bitch please I'm a stud
18086,RT @Woody_AFC: @_WhitePonyJr_ @ivanrabago_ no doubt about it. I mean its cute tossing around trash cans and having 98lb Mexican boys wantin&#8230;
7460,A nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
12292,LOL there's a talking monkey live on the internet! Will wonders never cease?
19882,RT @radiotour_en: Duchess of Cambridge to present the first yellow jersey http://t.co/8VVNU9DrFM #TDF
7365,"@yooocaly but but but you said vibe. Which means I have to say bitch, don't kill my vibe."
17481,"RT @SunnyIgnant: Just a week ago, yall hoes wasn't sucking dick now yall all pros at it huj"
24639,walking dead gonna be so trash this season
5294,@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol
9752,He's a bitch.
15701,RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.
13668,Only faggot pussies put their twitter pic of them and their dog
24695,why do little scrawny white boys play ghetto rap music while they walk around.
582,"""We hate niggers, we hate faggots and we hate spics""-kkk rally"
15093,RT @EarlyLegend: I don't fuck with these hoes &amp; I don't fuck with niggas that's fuckin these hoes
9494,Good evening Charlie and friends @Charlie4927 @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado
5754,@coffincreepxx you had to throw in the faggot word smh smh smh
17855,RT @TrucksHorsesDog: Coincky~dink http://t.co/53bnMFYQZA
11047,"I was flying down the slope and just rammed into this small Asian boy, kid got up like a champ and walked it off"
17963,RT @VUULibrary: It is Shakespeare's birthday. Take a look at some Shakespearean trash talk. http://t.co/JSy3UFfaIb
20762,She the reason I'm quick to dip out on a bitch.
21938,This bitch THINCC she dress coding me &#9995;&#128514;&#128557;
6252,@jerseyzbest74 Aye hoe
14118,"RT @AdoreeLenaa: ""@_KudaBrazyy: Hella bored doing laundry like a bitch""&#128514;&#128514;&#128514; I sincerely hate your soul !"
3978,@LynkinTheDog doesn't wife these bitches http://t.co/TVRCzo99oe
17479,RT @SunSentinel: The @SunSentinel Editorial Board endorses Charlie Crist for governor -- Better for Floridians http://t.co/t21z2YBZlQ http:&#8230;
7087,"@steve_phillips_ funny, I thought @bobmuellerwkrn #tbt 90s photo this week would have you hanging me over a trash can by my ankles"
9478,Golden Oreos are the best
4725,"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil"
5779,@cryancarfield haven't you ever heard the story of the birds and the bees
22824,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.
6557,@leiacatherinexx don&#8217;t be a hurt little faggot
7029,@sho_time_ @MitchVorce chill ur pussy gay af
2982,@Dave_the_wavee the giants are trash...their time is over.
15230,RT @FreddyAmazin: How can anyone hate Charlie Sheen http://t.co/NiEJirYg7u
12026,Jai may make an appearance at the party... love that fag
17128,"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;"
19527,RT @lildurk_: I don't fuck with bitch niggas I only fuck niggas bitches&#128556;
19375,RT @joselopez222: Aurora is more ghetto then the bellos &#128514;&#128557;
10020,I am extremely sad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis
5305,@_Dukefan @KentuckyFanPage thats why we had 8 regular season losses...... #you #are #retarded
4108,@Mika_Tan would be perfect w/a graham cracker flavored bun or a maple dougnut bar.
10621,"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top."
19024,"RT @funnyorfact: If I was stranded on an island and could only bring one thing, I would bring Dora. That bitch has everything in that fu ..."
7540,"Aint #WCW jus ""bitches i wan fck"" day?"
1990,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/4Hhxk9MKHe
17299,RT @ShitPussiesSay: Dudes built like a crushed Twinkie http://t.co/1WsYI6gDVP
8083,Bitches dont wann fxck me no more bitches wanna fxck all my bitches
18049,"RT @WhatTheFFacts: Actor Charlie Sheen once bought 2,600 seats at an Angels baseball game in hopes of catching a home run ball."
17058,RT @RealJohnBrannon: check it out you gotta vodka soda &amp; a lemon on the bottom of that bitch ? thats cool
24528,the trash wheel has a twitter? and googly eyes?
21125,"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2"
5751,@cnnbrk let me guess they have yellow cake too? Same crap different president
18347,RT @_ThatGirlKhaila: Yo hoe will get slayed &#128514;
21210,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS
9975,I ain't Neva care what ah bitch had to say bout me
16827,"RT @OverlyManlyMann: Every zoo is a petting zoo, if you're not a pussy."
17812,RT @TopBlokeBill: Are you Justin Beiber? Because your a Fucken gay cunt @Arii_nV http://t.co/pgHISyDEyB
22211,Today is GAMEDAY! #iubb i need #iu to win so my jersey can arrive! #HoosierNation #hoosiers
161,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me."
2757,@CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;
20087,RT @sydswag2: Buy me double stuffed Oreos and you can be my boyfriend
11332,I'm not bouta let no bitch play with none of my family. It don't matter if I fuck with them or not.
10680,"I like weed brownies and cookies, im straight but seein crooked, got muh trippy kit hope i trip and fal into some pussy #tunchei"
6521,@klena57 someone on Facebook made a status defending him so I dropped a bomb full of knowledge on that bitch and unfriended
12716,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
2703,@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns
12225,Kick dem fucc niccas out da spot
11400,"I'm still mad because this nigga really said ""I got bitches texting me asking me..."" Oh REALLY ? But let me say sum wit that in it &#128175;"
23751,dem niggas ca have them white hoes.... I love my beautiful black sistas....
24394,retweeting ah bitch tweet is flirting nowadays
4625,@SalaciousSully hopefully not back in da ghetto?
17926,RT @UberFacts: The strings attached to boxes of animal crackers were originally put there so that the box could be hung from Christmas tree&#8230;
6880,@rachaelkbrown @BillyButlerKC @Oreo unexplainable!
24358,prolly sum hoe tryna get in the hurricane free RT @coldhearted9_: @Pr3ttyN33 who sent that nigga to Twitter tho
17502,RT @Swizzzy: Pussy is pussy asses.. Thats how so many of yalls babys mommas hideous and u hiding her from the twittersphere
8709,Devin Hester's a bitch
12158,Just seen a dude wearing all black and white outfit with Pyrex shorts. She's getting some pussy tonight.
23712,chargers and raiders are both trash&#9889;&#65039;#boltupdoe
19610,"RT @mackgotti: &#8220;@SMCo71: "" all my hoes stay mad at me i keep em hot guess they got a fever ""&#8221;&#128514;"
23097,Yankees getting killed
13637,One mans trash is another mans treasure
17838,RT @Treal_UrMagesty: Darkskin girls got that juicy pussy &#128069;&#128166;&#128166;&#128571;&#128571;
2438,@AnUglyNigga this is retarded
5837,"@densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all."
12536,Lmaooooo im outta here RT @da_1eye_creep Bobby Shmurda looks like a negro league player http://t.co/SngyNAGULC
12716,Man @Fugazi3011. Ducked me like a true hick. Would have split that white trash faggot lid
23969,"i am one of those people who needs reassurance so damn often, that i'm not the ugliest bitch in the world."
24214,"might walk to Dunkin donuts, i want a Oreo coffee coolatta."
14316,RT @BasedLordJesus: Try to crucify me and we tweakin hoe http://t.co/zoYZ9pc1EH
8424,Charlie Daniels couldve done a better job! #MNF
1748,&#8220;@dnumberbefore2: Congrats to kim k .this a great day for hoes everywhere&#8221;
22633,What you doing bitch suck it don't bite it
4115,@MikesGraffix @MalachiDupre all that trash talk and we win championships!!! You're boring me dude #NationalChamps
16018,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;"
7792,Anyone who came to the US as an indentured servant is white trash.
23237,"You all are retarded if you really Kendrick was trying to diss all those rappers, don't think just cuz names were said he was coming at them"
12595,Lol bitch
5622,@bitchkrieg like the new AVI. My Twitter is retarded and shows you in the cubs hat but when I stalk your profile it show the new one
9380,Gas is always cheaper in the ghetto
19830,"RT @peeabut: Dear god, make me a bird so I can fly far, far far away"
17447,RT @Steven_ratata: @savanigga @CheersToKellin sav you are so nicee love you too twat! :)
20293,"RT @viper5816: Sen. Harry Reid Lists all the Things Republicans Have Blocked in the Senate http://t.co/bjoWvABwhi via @townhallcom
He is ho&#8230;"
9574,Green grass and tree trash. http://t.co/SO9C7g3FQ5
14984,RT @DessantiGina: @TonyJRodriguez @WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&#8230;
10520,I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.
5132,@WendyDavisTexas your 30 second add just ruined it. A new low picking on a cripple
22952,Without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!
20248,RT @tupactopus: need a bad bitch who knows how 2 treat a pokemon master right
23246,You are a jiggaboo...!
2499,@AustinG1135 I do not like talking to you faggot and I did but in a nicely way fag
12725,Man I'm tired of dealing with these hoes but my dick not
3113,@EleyCome_EleyGo @caykelly16 movies don't matter as long as you do coon shit with coons you're a nigga!
4117,@MilesM_05 shut up coon.
15441,RT @Harry_Styles: @kathygriffin I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx
2684,@Briana_Rashae I'd like to rape the bitch that posted that.
19962,RT @salomanizor: Too many faggots on here that think they can address me by my first name
977,&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?
10572,I just bought a Bentley and a bitch came wit it
17540,RT @T_Madison_x: A hoe ass nigga will never change
20431,RT @z0mbiedance: Gabby's a bitch &amp; turned on my xbox with her nasty foot..
19758,"RT @nikkilenn: I promise, the last thing you wanna do is be a bitch to my sister in front of me. Don't poke the lion .."
4694,"@ShepNewsTeam LMAO dude, you said we would get no commitment from Saudi Arabia or Jordan! How does crow taste? More proof you are full of it"
11284,"I'm going to sell my iPhone and both my Macs, I don't support faggots."
21420,That pic is now circulated by Jihadis with a call to kill him. http://t.co/PUn8fNVBal #Saudi #ISIS #Syria
9276,"Fuck that niggah he so weak, he cant tell that you a freak"
24575,this guy @ToksVisions is in here singing negro spirituals n shit
8463,"Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. ""gotcha bitch"""
5371,@__Black_Jesus yea I forgot I was talkin to a degenerate faggot
5362,@_TurnDownDre @kushdaddycorr lmao you stupid nigger
18452,RT @_iAmDizzy: A hoe gone be a hoe and dats #100 nd when a nigga broke them hoes act funny!
11721,"Im allowed to trip on my bitch , she cant trip on me tho"
6307,@just_joshin7 fag.
3805,@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot
19389,RT @julia_rodd: When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &#8230;
8402,"Celtic means white trash. If someone says they're Celtic, it means they're white trash."
6247,"@jennybaquing so terms like honkey, cracker, peckerwood and stereotypes of white people fucking their kids and sisters isn't racist? sweet!"
21082,Sometimes I feel like being really nice to everyone then I'm just like wait you're all bitches anyway soooo
21884,They should have never gave a cracker a transmitter!!!!!! @realdjTV will flip when he sees this. http://t.co/cYCdbhbXkQ
6980,@savannahx___ negative slopes aka a chart of my grades in math
19531,RT @lildurk_: I'm finna up my bag so I'm cutting you weak hoes off
4762,"@Sterm26 @RealJamesWoods Just like when I call someone a nigger! It's not because they're black, it's about how they act. LIKE A NIGGER!"
8402,"Celtic means white trash. If someone says they're Celtic, it means they're white trash."
16955,RT @ProBirdRights: A marry between a man and woman people sloppery slop;then what is prevent a bird from marriage my sandwich??? I'm in lo&#8230;
3508,@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.
380,"""@riananewman: @22EdHam brownies tonight"" what kind?!?!"
2036,' Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; lol . Niggahs is really 21 in this bitch &#1043358;&#1041219; . http://t.co/YatU7pbsHX
4244,@Nashgrier purple monkey
1347,"&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;

#TeamWhiteGirls 
#SwirlTheWorld"
5326,@_LrAnderson that hoe over that
8543,Craving brownies &#128553;&#128553;
6591,@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot
3054,"@DonnerKay @surlyrevenant An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal"
953,&#128095;&#128095;&#128095;&#128095; got ur bitch tip toeing on my marble floors.......
23295,You drink light beer? Hahahahahahahahahahaha what a pussy!
9085,Feminist aka a bitch.
7684,Alright ya faggots. Lets just stop with all the S/O and R/T. No one gives a fuck on what you think of other people. Probably lying anyways
14900,"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol"
22285,"Tuna is good the rest trash RT @AyeoFool: Cans of spam RT @MsBTxo: Most struggle food HAS TO BE any meat In a can, tuna included"
8041,"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk."
853,#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @Spinrilla. http://t.co/OWxtdRKWbC
4394,@PaulMoon8 @yurista4life @justinmiculka01 you fuckin Yankees I'll be there in 2 months I'll meet you pussy
19413,"RT @kcarmouche: How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!"
4137,@MissStef0318 @_MariaPetrova teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism.
8678,"Dear ugly hoes: Stop playing hard to get, you're already hard to want."
8492,Clowney is a bitch nigga get his ass off my team
17141,RT @RudeBoi_Drew: @PAPER_CHAYSIN condom were invent for that sole purpose
2587,@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz
6754,"@nedrock83 don't tell what the fuck to ""stop"" with. 2nd, if you think it's protocol to put 6 shots in someone who's unarmed, you're a retard"
20670,Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed
13871,"Pm is u use any of the words I use (ex. Sweg,pm,yid,nid) we're dating"
19714,RT @morningmoneyben: This image of Peshmerga giving the heave-ho to an ISIS flag really brightened my Friday. Kick their sorry butts!! http&#8230;
2314,"@1SonofYahweh &amp; what we do with our foolish proud selves? Roll our eyes, pretend that we dont see, mock or laff at them, arrogant attitudes"
10168,I def got a few shades darker cutting my mama grass. There goes my yellow frame lol
8866,Dropped all my hoes hold on let me pick these bitches back up a nigga was sneaking and geekin &#128514;&#128514;
11606,If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!
14291,RT @BaddieBellaDona: Instant mashed potatoes are trash &#128686;
11666,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard."
16069,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.
13974,"RINO trash like @SpeakerBoehner, @KarlRove, @FrankLuntz see conservatives as the Democrat Party see blacks. As their slave property. #tcot"
7172,@thewagnerer fags***
12023,Ive never seen this part of pussy town before... lolololol the end of this song thoo....
2307,@1Corinthians126 #HolySpirit God still share HIS #Secrets Amos 3:7 blessings #Jesus
1142,"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi"""
13316,Niggas be frontin for some pussy they ain't wit me!!
7492,"Accept your flaws and imperfections because that's what makes you, YOU! See I'm a fuck, small dick faggot with parents who don't love me."
776,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?
23004,Wtf am I watching bgc I hat watching these ugly ass ghetto hoes put there family name to shame
776,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?
5108,@WFopitei eat shit. Who are you working for?! You nappy bitch.
462,"""How hotter than is it?"" ""A bitch."""
16512,RT @MostSecretFacts: Twitter's home button is a birdhouse. When you join you're an egg. The logo is a bird. Most people don't realize this.
1148,&#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless
12068,"Jihadis claim to have shot an #Iraq army Mi-35 attack helicopter in Beji &amp; identify its pilot by name, rank"
21837,These niggas retarded... Lmfaoo
6650,"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!"
1394,&#8220;@MILF_chronicles: Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.
8904,EDA!! The 2 queers at AA! lol @Vbomb20 @GDuenez http://t.co/GzzrZjvVlV
5989,@fucktyler me too Tyler it just makes me think that they're lil nigger baby hoodrats.
6305,@juniorshabidoo also Nack which autocorrect changed so I'm putting my phone in the trash and going to sleep
4370,@PCMag Overpriced complete trash. Not even debatable.
21699,There's like one of my ex's that's still kinda cute. Most them bitches got fat.
5965,@fennecuskitsune you've got no sole
8362,Can't take u coons nowhere &amp; I mean nowhere
12307,Lakers fans will feel the pain the Yankees fans are feeling today at the end of basketball season.
12780,"May the bird of paradise fly up your nose.
May an elephant caress you with his toes.
May your wife have runners u&#8230; http://t.co/h6e278e85s"
6671,@mflagginski I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.
22811,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo"
22459,Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE
21347,That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props. #disgusted #morningjoe
9503,Good ol' Charlie. #wwc http://t.co/U3kkrlwOqk
21826,These new bottoms are something else... RT @ratch_t: You put nair on your pussy for the gram? Ok http://t.co/agcPqlY5wI
17174,RT @STROCORLEONE @ThoughtsOfRandy @Yummys_World all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha
15433,RT @HaloTGMG: @1stName_Bravo we all know this nigga a bitch.... niggas got nerve on twitter.
12837,"Met this bitch online. Call her my ""e-bae"""
9308,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch
3778,"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy"
6006,"@gayle_ryan I don't hate the Japs. But, I AINT FORGETTING GETTIN JAPPED EITHER."
21394,That fucking slutty beaner
10701,I love all people for who they are but there's this one fag that goes to my school that can catch a ninja star to the face ASAP
2832,@CheCha__ be gone my nigguh
195,"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody."
13319,Niggas be in they feelings when they find out their hoe fuckin another nigga #StopSavinTheseHoes
15661,RT @ItsChee_: Whipped https://t.co/uCV3Hrjatv
13929,Pulled up on this coco ratchet on my way home &#128514;&#128557; @@kayysavage yes bitch
2827,"@CharlieDaniels Come on Charlie! 
OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! 
Atleast, that's what Barack Obama Says..."
6155,@ileny13 @GiselleMaryy fuck up hoes meaning stfu hoes lol &#128517;
17829,"RT @TrapPat: Allergic to:

Bullshit
Fuck boys
Basic bitches"
15714,"RT @JOHN_iKNO: ""Niggas talk more than bitches these days.."" #outdoorpoolparty today! http://t.co/e72IKjOFmG"
4482,"@RainCaudillo word. Do any of ur decisions include anchor, feather, infinity sign, bird?"
22802,White trash have taken over every charity organization in the US.
5824,@dbro800 pussy you can't fight &#128564;
8040,Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up
20590,SNL mocks entire Obama tenure in Ebola skit - Hot Air http://t.co/miJdg6x6UC
3756,@Kaaaat__ make that llama your bitch
13127,My pits be stankin from doin dem flows. Is hard on a ol colored body in da heat. Dem white women be pushy when day want dare flows fixed
19570,RT @lnsaneTweets: when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;
2946,"@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol"
8381,Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL
6468,@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy
